institution_id,institution,country,publications
I4210107217,University Hospital of Larissa,Greece,1
I4210112293,African Institute for Mathematical Sciences Ghana,Ghana,1
I4210112325,United Nations University-International Institute for Global Health,Malaysia,1
I4210112333,Institut de Mathématiques de Bourgogne,France,1
I4210111259,"AGroécologie, Innovations, teRritoires",France,1
I4210111684,Beni American University,Nigeria,1
I4210111781,War Child,Netherlands,1
I4210111914,International Institute of Tropical Agriculture,Kenya,1
I4210112050,MRC/CSO Social and Public Health Sciences Unit,United Kingdom,1
I4210109275,SMT (India),India,1
I4210108379,London Social Science,United Kingdom,1
I4210108416,Insight Healthcare,United Kingdom,1
I4210108460,Doctors Hospital,United States,1
I4210108598,Japan Tobacco (Japan),Japan,1
I4210108711,University Medical Center Hamburg-Eppendorf,Germany,1
I4210112052,Indian Institute of Technology Goa,India,1
I4210112059,African Institute for Mathematical Sciences,Rwanda,1
I4210110229,Plasma University,Somalia,1
I4210110361,Mogadishu University,Somalia,1
I4210110503,SNV Netherlands Development Organisation,Netherlands,1
I4210109338,University of Tokyo Hospital,Japan,1
I4210109447,Dialyse Centrum Groningen,Netherlands,1
I4210109567,Office of Infectious Diseases,United States,1
I4210109165,Environmental and Occupational Health Sciences Institute,United States,1
I4210109177,Tashkent State University of Law,Uzbekistan,1
I4210106316,Jazeera University,Somalia,1
I4210105251,ESI - Post Graduate Institute of Medical Science and Research,India,1
I4210105326,Myanmar Oxford Clinical Research Unit,Myanmar,1
I4210105562,Velammal Educational Trust,India,1
I4210105737,Atmiya University,India,1
I4210109584,Institute of Business Leadership,Pakistan,1
I4210109911,Woodruff Health Sciences Center,United States,1
I4210110003,Hormuud University,Somalia,1
I4210111179,Michigan United,United States,1
I4210111180,Lifebox,United Kingdom,1
I4210111205,Institute of Economic Research of the Slovak Academy of Sciences,Slovakia,1
I4210110573,Victoria University,Uganda,1
I4210110697,Fortis Escorts Hospital,India,1
I4210110701,Registre général des cancers de Lille et de sa région,France,1
I4210110846,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,United Kingdom,1
I4210110848,Baylor Medical Center at Garland,United States,1
I3023212067,Rajarshee Chhatrapati Shahu Maharaj Government Medical College and CPR Hospital Kolhapur,India,1
I2898155008,Academic Center for Dentistry Amsterdam,Netherlands,1
I290598920,"California State University, Dominguez Hills",United States,1
I29563240,Gujarat Technological University,India,1
I29607241,École Normale Supérieure - PSL,France,1
I298625061,Swedish University of Agricultural Sciences,Sweden,1
I286135121,Rajiv Gandhi University of Health Sciences,India,1
I4210111135,King's College Hospital NHS Foundation Trust,United Kingdom,1
I2802753871,Butabika Hospital,Uganda,1
I2802834092,Population Health Research Institute,Canada,1
I2802835388,Seoul National University Hospital,"Korea, Republic of",1
I2802841181,Caritas Hospital,India,1
I3016035982,Ahmedabad Civil Hospital,India,1
I3018134672,Helmholtz Munich,Germany,1
I3019917394,"Schulman, Ronca & Bucuvalas",United States,1
I3022856599,Banadir Hospital,Somalia,1
I4210110949,Republican Center for Healthcare Development,Kazakhstan,1
I4210110987,IIT@MIT,United States,1
I4210110998,National Institute of Traumatology & Orthopaedic Rehabilitation,Bangladesh,1
I2802889516,University of the Arts,United States,1
I2802910988,University of Cyberjaya,Malaysia,1
I2802721889,Grace Cottage Hospital,United States,1
I2802726858,East Kent Hospitals University NHS Foundation Trust,United Kingdom,1
I2802752048,European Defence Agency,Belgium,1
I2802964274,Interface (United States),United States,1
I2802983449,Centre for Life,United Kingdom,1
I2802862141,North Okkalapa General Hospital,Myanmar,1
I2802863593,Chrysler (Canada),Canada,1
I2802864460,Jackson Memorial Hospital,United States,1
I4210113030,Leibniz Centre for Agricultural Landscape Research,Germany,1
I4210113074,Cameroon Baptist Convention Health Services,Cameroon,1
I4210112459,Family Care International,United States,1
I2802366294,Shyam Shah Medical College,India,1
I2802369246,Nash Community College,United States,1
I2802393258,Sefako Makgatho Health Sciences University,South Africa,1
I2802436442,Boston Public Library,United States,1
I2803020280,Sri Jayadeva Institute of Cardiovascular Sciences and Research,India,1
I2803036750,Office of Public Health Genomics,United States,1
I2802959637,Epsom Hospital,United Kingdom,1
I2802962864,West End Hospital,Ghana,1
I4210113324,Birla Institute of Scientific Research,India,1
I4210112983,Parul University,India,1
I4210113004,National Center for Chronic Disease Prevention and Health Promotion,United States,1
I2802469017,CARE Hospitals,India,1
I2802469737,Seattle International Foundation,United States,1
I2802476451,Wellcome Sanger Institute,United Kingdom,1
I2802487149,Pacific Research Institute,United States,1
I2802304811,Cambridge Information Group,United States,1
I4210110873,Tilak Maharashtra Vidyapeeth,India,1
I4210113705,Lee Memorial Health System,United States,1
I4210113759,Leibniz Institute for Prevention Research and Epidemiology - BIPS,Germany,1
I4210114009,Caulfield Hospital,Australia,1
I4210114134,Centre Pasteur du Cameroun,Cameroon,1
I4210113153,Neuroscience Institute,Italy,1
I4210113189,Bangladesh Bank,Bangladesh,1
I4210113211,Merck Serono S.A. (Switzerland),Switzerland,1
I2802574061,Madras Medical Mission,India,1
I2802600546,Livingstone Hospital,South Africa,1
I2802603891,Academy of Nutrition and Dietetics,United States,1
I2802457231,New Generation University College,Ethiopia,1
I2802464703,Max Super Speciality Hospital,India,1
I2802466914,T. D. Medical College,India,1
I4210115142,Syrian Private University,Syria,1
I4210115181,Maudsley Hospital,United Kingdom,1
I2801987317,VA Office of Research and Development,United States,1
I2801759359,Northern General Hospital,United Kingdom,1
I2801784893,Nsambya Hospital,Uganda,1
I2802617771,Health Alliance International,United States,1
I2802668928,Ibn Sina National College for Medical Studies,Saudi Arabia,1
I2802674826,Karen Hospital,Kenya,1
I2802696403,Hamidia Hospital,India,1
I2802498779,Pushpagiri Medical College,India,1
I4210115790,Centre de Recherche en Nutrition Humaine Rhône-Alpes,France,1
I4210115953,Advanced Coatings (Belgium),Belgium,1
I4210116098,Rwanda Development Board,Rwanda,1
I4210114857,Centre Hospitalier et Universitaire de Brazzaville,Republic of the Congo,1
I4210115012,Japanese Society for Dialysis Therapy,Japan,1
I4210115048,Hyderabad Rheumatology Center,India,1
I4210115078,Middle Technical University,Iraq,1
I2801941315,General Electric (Canada),Canada,1
I4210112678,University of the Coast,Colombia,1
I4210112704,Institute of Labour and Social Studies,Poland,1
I4210116228,Centre Hospitalier Andrée Rosemon,French Guiana,1
I4210116486,Western Health,Australia,1
I4210117012,Health Solutions (Sweden),Sweden,1
I4210117092,All India Institute of Medical Sciences Bhubaneswar,India,1
I4210115207,Medanta The Medicity,India,1
I4210115305,German Center for Infection Research,Germany,1
I4210121553,Shahid Gangalal National Heart Centre,Nepal,1
I4210121575,Zankli Medical Centre,Nigeria,1
I4210121718,Christiana Institute of Advanced Surgery,United States,1
I4210120702,Asian Growth Research Institute,Japan,1
I4210120766,Institute of Development Studies,United Kingdom,1
I4210120928,Dr. A. Ramachandran's Diabetes Hospitals,India,1
I4210121012,Regional Cancer Center,United States,1
I4210120131,Pramukhswami Medical College,India,1
I4210117722,Fund for Park Avenue,United States,1
I4210117845,University Of Information Technology,Myanmar,1
I4210117886,Public Health Scotland,United Kingdom,1
I4210117106,Polo d’Innovazione di Genomica,Italy,1
I4210117296,Institute of Health Visiting,United Kingdom,1
I4210117450,Federico II University Hospital,Italy,1
I4210117499,Yale New Haven Health System,United States,1
I4210121424,International Initiative for Impact Evaluation,United States,1
I4210119219,OPKO Health (Ireland),Ireland,1
I4210119357,National Nurses Association of Kenya,Kenya,1
I4210118448,Infectious Diseases Research Collaboration,Uganda,1
I4210118727,Research ICT Africa,South Africa,1
I4210118890,Sitaram Bhartia Institute of Science and Research,India,1
I4210118928,St. Lawrence University,Uganda,1
I4210117535,Cognizant (India),India,1
I4210117605,Peerless Hospital & B.K.Roy Research Centre,India,1
I4210114292,Laboratoire d’Economie de Dauphine,France,1
I4210114414,Phnom Penh International University,Cambodia,1
I4210114445,Michigan Medicine,United States,1
I4210114849,Government Ayurvedic College and Hospital,India,1
I4210118994,Children’s Village,United States,1
I4210119019,Vaidyaratnam P.S. Varier Ayurveda College,India,1
I4210119054,Cancer Hospital and Research Institute,India,1
I4210119109,Indiana University Bloomington,United States,1
I4210120507,Fundación PROINPA,Bolivia,1
I4210119728,Sustainable Innovation (Sweden),Sweden,1
I4210119852,Sutter Santa Rosa Regional Hospital,United States,1
I4210119880,Kent and Canterbury Hospital,United Kingdom,1
I4210119896,King's College School,United Kingdom,1
I4210123141,"Akrofi-Christaller Institute of Theology, Mission and Culture",Ghana,1
I4210123170,Ibn Haldun University,Türkiye,1
I4210123171,Museum of Decorative Arts in Prague,Czechia,1
I2802105490,Malankara Orthodox Syrian Church Medical College Hospital,India,1
I2802111147,University of Mbuji Mayi,Democratic Republic of the Congo,1
I2801873993,Ballari Medical College and Research Centre,India,1
I2801880735,Action for ME,United Kingdom,1
I2801939835,Region Stockholm,Sweden,1
I2801941164,Cho Ray Hospital,Viet Nam,1
I4210120235,Hôpitaux Universitaires Paris-Ouest,France,1
I4210120243,Médecins Sans Frontières,South Africa,1
I2802211179,Mountcrest University College,Ghana,1
I28022161,King Saud University,Saudi Arabia,1
I2802249912,Universal College,Philippines,1
I2802258008,Groote Schuur Hospital,South Africa,1
I2802293875,King George V Memorial Hospital,Australia,1
I2802007472,Kurdistan Regional Government,Iraq,1
I2802043524,University of Somalia,Somalia,1
I2802048206,Diana Princess of Wales Hospital,United Kingdom,1
I2801484940,Arab International University,Syria,1
I2801498763,Odense University Hospital,Denmark,1
I2801297833,Tilganga Institute of Ophthalmology,Nepal,1
I2801313885,Ministero della Salute,Italy,1
I2801357902,Instituto de Salud Carlos III,Spain,1
I2801375708,Hague Institute for Global Justice,Netherlands,1
I2801380234,University of South-Eastern Norway,Norway,1
I2802166062,Bayreuth Medical Center,Germany,1
I2801594805,University Kebangsaan Malaysia Medical Centre,Malaysia,1
I2801594968,Benazir Bhutto Hospital,Pakistan,1
I2801401145,African Academy of Sciences,Kenya,1
I2801419637,AIDS United,United States,1
I2801424531,Government of West Bengal,India,1
I2801484278,Odense Municipality,Denmark,1
I4210122480,National Public Health Laboratory,Nepal,1
I4210122587,Asian Institute of Medical Sciences,India,1
I2801623213,Aga Khan Development Network,Pakistan,1
I2801684251,Federal University Birnin Kebbi,Nigeria,1
I2801702882,WZB Berlin Social Science Center,Germany,1
I2801704801,Rift Valley University,Ethiopia,1
I2801718049,Good Shepherd College,New Zealand,1
I2801748203,Hammersmith Hospital,United Kingdom,1
I2801518249,Nawaloka Hospital,Sri Lanka,1
I2801544000,Sydney Dental Hospital,Australia,1
I4210122424,Médecins Sans Frontières‎,United Kingdom,1
I2800945745,House of Representatives,Netherlands,1
I2800968686,Universities Research Association,United States,1
I2800972416,Deutsche Bahn (Germany),Germany,1
I2800740805,Haukeland University Hospital,Norway,1
I2800797430,Sarawak General Hospital,Malaysia,1
I2800810863,Queen Mary Hospital,China,1
I2800844553,Newcastle College,United Kingdom,1
I4210123176,Pan African Institute for Development,Cameroon,1
I4210122724,Gobierno de Chile,Chile,1
I4210122770,Université Officielle de Bukavu,Democratic Republic of the Congo,1
I4210122796,Institut de Recherche en Santé Digestive,France,1
I4210122855,Saint Thomas Hospital,Panama,1
I4210122910,The Research Council,Oman,1
I4210122957,LVCT Health,Kenya,1
I4210122245,Sustainable Development Institute,United States,1
I4210123221,Sigma Clermont,France,1
I4210123544,Société de Développement des Forêts,Côte d'Ivoire,1
I4210123960,NIIT University,India,1
I4210126646,Vanke (China),China,1
I4210126648,Indian Institute of Vegetable Research,India,1
I4210126756,Vitalant,United States,1
I4210126910,Kumasi Centre for Collaborative Research in Tropical Medicine,Ghana,1
I4210127165,National Treasury,South Africa,1
I4210124742,Primary HealthCare,Malta,1
I4210124766,Kidney Health Australia,Australia,1
I4210125028,Institut de Neurobiologie de la Méditerranée,France,1
I4210124043,Ministry of Interior,Italy,1
I4210124384,Instituto Nacional de Salud,Peru,1
I4210124397,Cambodian Institute for Cooperation and Peace,Cambodia,1
I4210124409,International Union Against Tuberculosis and Lung Disease,France,1
I4210123215,Universitas Ibrahimy,Indonesia,1
I4210125055,Scottish Health Services,United Kingdom,1
I4210125077,Education and Early Childhood Development,Canada,1
I4210125269,RED Consulting (Norway),Norway,1
I4210125301,Health Awareness (United States),United States,1
I4210125380,Centre National Hospitalier et Universitaire Hubert Koutoukou MAGA,Benin,1
I4210124471,Global Network of People Living with HIV/AIDS,Netherlands,1
I4210124692,Gibraltar Health Authority,Gibraltar,1
I4210124730,Uttarakhand Government,India,1
I4210122698,Plan International Tanzania,Tanzania,1
I4210121800,Chan Zuckerberg Initiative (United States),United States,1
I4210121900,University of Zimbabwe-University of California San Francisco,Zimbabwe,1
I4210121909,Employees' State Insurance Model Hospital,India,1
I4210121988,Film Independent,United States,1
I4210122009,Hygeia Hospital,Greece,1
I4210122114,Gesundheit Österreich,Austria,1
I4210125053,Nu Skin (United States),United States,1
I2801228662,Peking Union Medical College Hospital,China,1
I2800861664,University Hospital of Wales,United Kingdom,1
I2800872281,Mulago Hospital,Uganda,1
I2800925808,London Health Sciences Centre,Canada,1
I4210126102,Department of Finance,Australia,1
I4210126288,Digital Catapult,United Kingdom,1
I4210126298,Duke Medical Center,United States,1
I4210125385,University of Nursing Yangon,Myanmar,1
I2801259928,Royal London Hospital,United Kingdom,1
I2801278263,Komar University of Science and Technology,Iraq,1
I2801284820,Norwegian Agency for Development Cooperation,Norway,1
I2801296245,Association of Chartered Certified Accountants,United Kingdom,1
I2801016671,Bolan University of Medical and Health Sciences,Pakistan,1
I2801028658,Government of Sikkim,India,1
I2801066305,King Saud Medical City,Saudi Arabia,1
I2801192375,IFTM University,India,1
I2800471911,Lokmanya Tilak Municipal General Hospital and Lokmanya Tilak Municipal Medical College,India,1
I2800289911,Swedish International Development Cooperation Agency,Sweden,1
I2800301432,IMS Unison University,India,1
I2800345398,Government Royapettah Hospital,India,1
I2800377614,University Hospital Kerry,Ireland,1
I2800389475,Rabin Medical Center,Israel,1
I280039517,Spencer Foundation,United States,1
I2801259263,McMaster University Medical Centre,Canada,1
I4210126463,UK Dementia Research Institute,United Kingdom,1
I4210126522,International Society of Automation,United States,1
I4210126530,Data Assurance and Communication Security,China,1
I4210125823,KLE Academy of Higher Education and Research,India,1
I4210125886,Al-Azhar University,Indonesia,1
I4210126099,Adelaide Institute for Sleep Health,Australia,1
I2800446539,Dar Al-Shifa Hospital,West Bank and Gaza,1
I2800447973,University of French Guiana,French Guiana,1
I4210131307,Institute of Behavioral Sciences,Japan,1
I4210131323,University of Asia Pacific,Bangladesh,1
I4210131358,Instituto de Saúde,Brazil,1
I4210131401,Hiroshima International University,Japan,1
I4210131419,Rwanda Military Hospital,Rwanda,1
I4210131712,Oklahoma State University Oklahoma City,United States,1
I4210131804,National Taiwan University Hospital,Taiwan,1
I4210131099,Institut de Recherche Agricole pour le Développement,Cameroon,1
I4210128877,Federal Polytechnic Ede,Nigeria,1
I4210127672,Engineering (Italy),Italy,1
I4210127722,BlueCrest University College,Ghana,1
I4210127735,SIMAD University,Somalia,1
I4210127782,Botswana Geoscience Institute,Botswana,1
I4210127986,Institute of Oriental Manuscripts,Russian Federation,1
I4210128081,Heritage Christian University,Ghana,1
I4210128108,Healthwise,United States,1
I4210129735,Federación Colombiana de Obstetricia y Ginecología,Colombia,1
I4210129773,Institute of Engineering,Nepal,1
I4210128901,Network for Socioeconomic Research and Advancement,Ghana,1
I4210128948,Médecins du Monde,Belgium,1
I4210129284,Belgian Health Care Knowledge Centre (KCE),Belgium,1
I4210128352,Campbell Collaboration,India,1
I4210128490,AstraZeneca (Japan),Japan,1
I4210128842,Busara Center for Behavioral Economics,Kenya,1
I4210125477,INES-Ruhengeri,Rwanda,1
I4210125490,African Organisation for Research and Training in Cancer,South Africa,1
I4210125543,Ethiopian Environment Protection Authority,Ethiopia,1
I4210125687,Save the Children,United Kingdom,1
I4210125691,Population Services International,India,1
I4210129375,Wildlife Conservation Society Congo,Republic of the Congo,1
I4210129664,Kannur Medical College,India,1
I4210129665,GSL Medical College & General Hospital,India,1
I4210130930,Peking University First Hospital,China,1
I4210129906,Xi’an International University,China,1
I4210129961,IBM (India),India,1
I4210130084,Universitas Dharmas Indonesia,Indonesia,1
I4210130129,Kenya Agricultural Research Institute,Kenya,1
I4210130154,Laboratoire de Chimie,France,1
I4210130229,Associação Paulista para o Desenvolvimento da Medicina,Brazil,1
I4210133156,Education Trust,United States,1
I2800596343,Imam Khomeini Hospital,"Iran, Islamic Republic of",1
I2800623768,Jaypee Group (India),India,1
I2800639250,Central Bank of Uzbekistan,Uzbekistan,1
I2800398797,Royal Hospital for Children,United Kingdom,1
I2800402874,Edwards (United Kingdom),United Kingdom,1
I2800425962,CPB Netherlands Bureau for Economic Policy Analysis,Netherlands,1
I4210130748,Ministry of Interior and Administration,Poland,1
I4210130896,Sukraraj Tropical & Infectious Disease Hospital,Nepal,1
I2799894082,Franciscan Health,United States,1
I2800683076,Government of South Africa,South Africa,1
I2800699109,St. Mary Medical Center,United States,1
I2800701874,Tamil Nadu Dr. M.G.R. Medical University,India,1
I2800722420,Ottawa Hospital,Canada,1
I2800731441,Government of Kerala,India,1
I2800739506,Mental Health Research UK,United Kingdom,1
I2800494708,"Government Medical College, Amritsar",India,1
I4210131127,Sound Approach (United Kingdom),United Kingdom,1
I4210131180,Design Intelligence (United States),United States,1
I4210131288,National Engineering School of Tunis,Tunisia,1
I4210130446,Instituto Nacional de Seguridad y Salud en el Trabajo,Spain,1
I4210130463,Chhattisgarh Dental College & Research Institute,India,1
I2799966111,Ministère de la Santé et de l'Hygiène Publique,Mali,1
I2799791569,Pt. Jawahar Lal Nehru Memorial Medical College,India,1
I2799885259,Mbale Hospital,Uganda,1
I4210135649,Pennine Care NHS Foundation Trust,United Kingdom,1
I4210135670,Amsterdam University of the Arts,Netherlands,1
I4210134579,Dana-Farber/Harvard Cancer Center,United States,1
I4210134622,Centre de Recherche Saint-Antoine,France,1
I4210134717,World Health Organization - Malawi,Malawi,1
I4210134754,Baba Mastnath University,India,1
I4210135243,Center for Effective Global Action,United States,1
I4210134030,BAU International University,United States,1
I4210131891,l'Assurance Maladie,France,1
I4210131988,Université Jean Lorougnon Guédé,Côte d'Ivoire,1
I4210132097,Management Research Institute,United States,1
I4210132157,Rama Dental College Hospital & Research Centre,India,1
I4210132239,Institute for International Social Research,Germany,1
I4210132256,Mysore Medical College,India,1
I4210135377,Hassan II Academy of Science and Technology,Morocco,1
I4210135546,Imo State University Teaching Hospital,Nigeria,1
I4210132786,Claims (India),India,1
I4210132989,Innovative Vector Control Consortium,United Kingdom,1
I4210133077,Egyptian Information Telecommunications Electronics and Software Alliance,Egypt,1
I4210133078,Hôtel-Dieu de Paris,France,1
I4210133150,"University of Science and Technology, Meghalaya",India,1
I4210132590,Shri Vile Parle Kelavani Mandal,India,1
I4210132663,Zydus Lifesciences Limited (India),India,1
I4210132664,National Office of Mines,Tunisia,1
I4210133250,Tashkent Institute Of Postgraduate Medical Education,Uzbekistan,1
I4210133257,KPR Institute of Engineering and Technology,India,1
I4210133344,Central Laboratory For Agricultural Expert Systems,Egypt,1
I4210133438,Habib University,Pakistan,1
I4210133477,Government College Kodanchery,India,1
I4210133528,Leibniz University of Applied Sciences,Germany,1
I4210132693,Institut Seni Budaya Indonesia Bandung,Indonesia,1
I4210132759,Orient-Institut Beirut,Lebanon,1
I4210133898,Cameroon Academy of Sciences,Cameroon,1
I4210137425,Hanoi University of Pharmacy,Viet Nam,1
I4210137656,Tanzania Media Women's Association,Tanzania,1
I4210137740,South Australian Health and Medical Research Institute,Australia,1
I4210136932,India Health Action Trust,India,1
I4210137105,International Maize and Wheat Improvement Center,Bangladesh,1
I4210137189,Center for Interdisciplinary Studies,India,1
I4210137390,Ministry of Health,Trinidad and Tobago,1
I2800157045,NIMS University,India,1
I2799903593,Georgetown University Medical Center,United States,1
I2799929701,IRCCS Materno Infantile Burlo Garofolo,Italy,1
I2799932517,"John H. Stroger, Jr. Hospital of Cook County",United States,1
I2799950917,Montreal Children's Hospital,Canada,1
I4210134297,Bhaktapur Cancer Hospital,Nepal,1
I4210133696,University of Uyo Teaching Hospital,Nigeria,1
I4210133794,Centre for Multi-disciplinary Development Research,India,1
I2800192359,Calmette Hospital,Cambodia,1
I2800239200,African Palliative Care Association,Uganda,1
I2800263200,Government of Ireland,Ireland,1
I2800277294,Hamilton General Hospital,Canada,1
I2800079435,Pentecost University College,Ghana,1
I2800102685,Santosh University,India,1
I2800123788,Sardar Patel Medical College,India,1
I2800143325,Bir Hospital,Nepal,1
I4210134062,North Carolina Division of Public Health,United States,1
I4210134120,National Public Health Institute of Liberia,Liberia,1
I4210134150,Community Farm Alliance,United States,1
I2799391451,University Hospital Bonn,Germany,1
I2799399062,Santa Maria Nuova Hospital,Italy,1
I2799441781,Hull College,United Kingdom,1
I2799503643,Columbia University Irving Medical Center,United States,1
I2799504096,New York Times,United States,1
I240042149,Abdelmalek Essaâdi University,Morocco,1
I24057909,Bangladesh Agricultural University,Bangladesh,1
I2799277952,Indira Gandhi Medical College,India,1
I2799289540,Indian Institute of Management Kashipur,India,1
I2799298124,Bangladesh College of Physicians and Surgeons,Bangladesh,1
I2799300731,Norwich Research Park,United Kingdom,1
I2799334863,Soroti Hospital,Uganda,1
I275847375,American Pharmacists Association,United States,1
I2799678268,Pakistan Army,Pakistan,1
I2799699971,American Society for Nutrition,United States,1
I2799707979,Swami Vivekanand Subharti University,India,1
I2799708222,Office of Technology Transfer,United States,1
I2799511387,Cambodia National Malaria Center,Cambodia,1
I2799514748,Sir H.N. Reliance Foundation Hospital and Research Centre,India,1
I24571045,University of North Dakota,United States,1
I246527472,University of Hargeisa,Somalia,1
I2799734910,University Hospital Crosshouse,United Kingdom,1
I2799742215,Western Norway Regional Health Authority,Norway,1
I2799744481,Medical Protective,United States,1
I2799762726,New Cross Hospital,United Kingdom,1
I2799634920,Rama University,India,1
I2799648416,AdventHealth Orlando,United States,1
I2799652382,Saskatchewan Polytechnic,Canada,1
I2799677732,Launceston General Hospital,Australia,1
I4210136518,Maharaja Ranjit Singh Punjab Technical University,India,1
I4210136522,Tokyo Women's Medical University,Japan,1
I4210136748,National Academy of Medical Sciences,Nepal,1
I271457894,Universidad San Ignacio de Loyola,Peru,1
I273905872,National Australia Bank,Australia,1
I263512288,Universidad Científica del Sur,Peru,1
I26437253,Örebro University,Sweden,1
I2799731175,Forestry Research Institute of Nigeria,Nigeria,1
I4210142364,ESI - Post Graduate Institute of Medical Science and Research,India,1
I4210142541,Thai Health Promotion Foundation,Thailand,1
I4210142661,Institut National de la Recherche Agronomique de Tunisie,Tunisia,1
I4210141672,Médecins Sans Frontières,Luxembourg,1
I4210141678,National Institute of Cardiovascular Diseases,Pakistan,1
I4210141702,University of Gävle,Sweden,1
I4210141827,Universidad Ecotec,Ecuador,1
I4210141934,Mittal hospital,India,1
I4210138549,Pour la Solidarité,Belgium,1
I4210139119,Central Clinical Hospital,Poland,1
I4210137768,UNICEF East Asia and Pacific Regional Office,Thailand,1
I4210137844,Skåne University Hospital,Sweden,1
I4210137846,National University Hospital,Syria,1
I4210137903,Charisma University,Turks and Caicos Islands,1
I4210142231,Central University of Jammu,India,1
I4210142286,Kentucky Department for Public Health,United States,1
I4210140283,Cambridge Econometrics (United Kingdom),United Kingdom,1
I4210140324,National Healthcare Service Center,Hungary,1
I4210140358,Armed Forces Medical College,Bangladesh,1
I4210140463,National Institute for Occupational Health,South Africa,1
I4210139271,GIET University,India,1
I4210139894,Ministère de la Santé,Luxembourg,1
I4210138309,Center for Innovation,United States,1
I4210138355,National Management Degree College,Myanmar,1
I277688954,Université Paris-Saclay,France,1
I269735430,Stamford International University,Thailand,1
I26999989,University of the Free State,South Africa,1
I4210135832,Institute of Child Health,India,1
I4210135870,Sudan Medical Specialization Board,Sudan,1
I4210136168,Pan African Christian University College,Ghana,1
I4210136170,Government Medical College and Hospital,India,1
I4210136328,Max Planck Institute for Behavioral Economics,Germany,1
I4210140513,Sydney Local Health District,Australia,1
I4210140595,National Institute of Research in Tuberculosis,India,1
I4210140742,Institute of Medical Microbiology and Hygiene,Germany,1
I4210140874,Centre d'études et de recherches internationales de Sciences Po,France,1
I4210140896,Abrar University,Somalia,1
I4210140934,Samvedna Hospital,India,1
I4210143939,IDinsight,United States,1
I4210143942,National University of Technology,Pakistan,1
I250200457,Maharaja Krishna Chandra Gajapati Medical College and Hospital,India,1
I25041050,Augusta University,United States,1
I250520410,Prairie View A&M University,United States,1
I25085605,Barnes-Jewish College,United States,1
I242113363,National Institute of Disaster Management,India,1
I24542750,Khyber Medical University,Pakistan,1
I4210141120,Sorbonne University Abu Dhabi,United Arab Emirates,1
I4210140467,Departamento de Salud,Spain,1
I21215505,Al-Quds University,West Bank and Gaza,1
I213072177,University of Maroua,Cameroon,1
I21370196,Aristotle University of Thessaloniki,Greece,1
I21376657,Tanta University,Egypt,1
I258284569,Wockhardt (United States),United States,1
I2608206482,Universitas Ahmad Dahlan,Indonesia,1
I261079859,Jenderal Soedirman University,Indonesia,1
I24897511,Hellenic Military Academy,Greece,1
I4210142108,African Governance and Development Institute,Cameroon,1
I4210140946,Ministry of Health,Botswana,1
I4210141022,Spinal Research,United Kingdom,1
I4210141030,SickKids Foundation,Canada,1
I4210141060,Community Options (United States),United States,1
I219193219,Purdue University West Lafayette,United States,1
I221818097,Sylhet MAG Osmani Medical College,Bangladesh,1
I221899656,Karatina University,Kenya,1
I4210143526,Programme National Multisectoriel de Lutte contre le sida,Democratic Republic of the Congo,1
I4210142724,Centrale Méditerranée,France,1
I4210142783,Ghana Armed Forces Command and Staff College,Ghana,1
I4210142802,Sihanouk Hospital Center of HOPE,Cambodia,1
I4210145744,Farm Africa Ethiopia,Ethiopia,1
I4210145967,Department of Research and Specialist Services,Zimbabwe,1
I4210146094,University of Public Health Yangon,Myanmar,1
I4210146201,Office of International Affairs,United States,1
I235176910,Netaji Subhash Chandra Bose Medical College,India,1
I235686326,Kerman University of Medical Sciences,"Iran, Islamic Republic of",1
I23625684,Saskatchewan Health Authority,Canada,1
I216071944,St Mary's University Twickenham London,United Kingdom,1
I217173437,Manarat International University,Bangladesh,1
I21740220,Centro Internacional de Mejoramiento de Maíz Y Trigo,Mexico,1
I4210143352,Astellas Pharma (Germany),Germany,1
I4210143365,Government of Saskatchewan,Canada,1
I4210143287,Institut de Recherche Technologique B-com,France,1
I204778367,Norwegian University of Science and Technology,Norway,1
I20497027,Cochin University of Science and Technology,India,1
I204983213,Harbin Institute of Technology,China,1
I205200222,Uttara University,Bangladesh,1
I202899961,Bank Indonesia,Indonesia,1
I203088144,Nova Southeastern University,United States,1
I23171815,Zhengzhou University of Light Industry,China,1
I4210144127,Centre National de Lutte Antiacridienne,Mauritania,1
I4210144350,Defence Electronics Application Laboratory,India,1
I4210144456,Institute of Social Work,Tanzania,1
I4210143629,World Education,United States,1
I4210143703,Holy Family Hospital,Ghana,1
I4210143748,Mexfam,Mexico,1
I4210143858,Maryam Abacha American University of Niger,Niger,1
I4210143003,Ottawa Public Health,Canada,1
I4210145195,Institut thématique Santé Publique,France,1
I4210145317,National Law University and Judicial Academy,India,1
I4210144583,Freedom from Hunger,United States,1
I4210144609,Gian Sagar Dental College and Hospital,India,1
I4210144743,Positive Resource Center,United States,1
I4210144839,Hamad bin Khalifa University,Qatar,1
I4210144925,Technological University Dublin,Ireland,1
I4210148427,Vasan Eye Care Hospital,India,1
I206509152,Cape Coast Technical University,Ghana,1
I207025910,Periyar Maniammai Institute of Science & Technology,India,1
I20893674,Kassala University,Sudan,1
I209803261,University of Nizwa,Oman,1
I209822943,"Ministry of Agriculture, Food Security and Cooperatives",Tanzania,1
I205237279,Nankai University,China,1
I205924995,Japan Society for the Promotion of Science,Japan,1
